Plot,Trt,DAT,Rep,Distance,Injury,Heightin,Plants,Injured,Heightcm
204,Xtendimax w/Vaporgrip,28,2,0,20,29,77,6,74
204,Xtendimax w/Vaporgrip,28,2,30,5,27,,,69
204,Xtendimax w/Vaporgrip,28,2,60,0,28,,,71
204,Xtendimax w/Vaporgrip,28,2,90,0,27,,,69
204,Xtendimax w/Vaporgrip,28,2,120,0,29,,,74
204,Xtendimax w/Vaporgrip,28,2,150,0,28,,,71
204,Xtendimax w/Vaporgrip,28,2,180,0,29,,,74
204,Xtendimax w/Vaporgrip,28,2,210,0,29,,,74
204,Xtendimax w/Vaporgrip,28,2,240,0,28,,,71
204,Xtendimax w/Vaporgrip,28,2,270,0,28,,,71
204,Xtendimax w/Vaporgrip,28,2,300,0,29,,,74
205,Xtendimax w/Vaporgrip + PowerMax,28,2,0,40,27,76,29,69
205,Xtendimax w/Vaporgrip + PowerMax,28,2,30,10,27,,,69
205,Xtendimax w/Vaporgrip + PowerMax,28,2,60,10,28,,,71
205,Xtendimax w/Vaporgrip + PowerMax,28,2,90,2,27,,,69
205,Xtendimax w/Vaporgrip + PowerMax,28,2,120,2,27,,,69
205,Xtendimax w/Vaporgrip + PowerMax,28,2,150,2,28,,,71
205,Xtendimax w/Vaporgrip + PowerMax,28,2,180,0,28,,,71
205,Xtendimax w/Vaporgrip + PowerMax,28,2,210,0,29,,,74
205,Xtendimax w/Vaporgrip + PowerMax,28,2,240,0,29,,,74
205,Xtendimax w/Vaporgrip + PowerMax,28,2,270,0,28,,,71
205,Xtendimax w/Vaporgrip + PowerMax,28,2,300,0,29,,,74
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,0,1,29,76,27,74
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,30,15,28,,,71
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,60,2,28,,,71
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,90,0,28,,,71
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,120,2,30,,,76
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,150,0,29,,,74
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,180,0,27,,,69
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,210,0,28,,,71
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,240,0,29,,,74
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,270,0,28,,,71
206,Xtendimax w/Vaporgrip + PowerMax + Intact,28,2,300,0,29,,,74
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,0,0,28,76,6,71
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,30,0,26,,,66
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,60,0,28,,,71
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,90,0,29,,,74
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,120,2,30,,,76
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,150,2,29,,,74
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,180,0,31,,,79
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,210,0,29,,,74
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,240,0,31,,,79
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,270,0,30,,,76
207,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,2,300,0,30,,,76
208,Untreated,28,2,0,0,27,75,0,69
208,Untreated,28,2,30,0,23,,,58
208,Untreated,28,2,60,0,27,,,69
208,Untreated,28,2,90,0,28,,,71
208,Untreated,28,2,120,0,27,,,69
208,Untreated,28,2,150,0,28,,,71
208,Untreated,28,2,180,0,30,,,76
208,Untreated,28,2,210,0,28,,,71
208,Untreated,28,2,240,0,29,,,74
208,Untreated,28,2,270,0,29,,,74
208,Untreated,28,2,300,0,28,,,71
301,Xtendimax w/Vaporgrip + PowerMax,28,3,0,10,27,71,71,69
301,Xtendimax w/Vaporgrip + PowerMax,28,3,30,10,24,,,61
301,Xtendimax w/Vaporgrip + PowerMax,28,3,60,12,29,,,74
301,Xtendimax w/Vaporgrip + PowerMax,28,3,90,10,31,,,79
301,Xtendimax w/Vaporgrip + PowerMax,28,3,120,5,30,,,76
301,Xtendimax w/Vaporgrip + PowerMax,28,3,150,2,29,,,74
301,Xtendimax w/Vaporgrip + PowerMax,28,3,180,1,30,,,76
301,Xtendimax w/Vaporgrip + PowerMax,28,3,210,1,29,,,74
301,Xtendimax w/Vaporgrip + PowerMax,28,3,240,10,27,,,69
301,Xtendimax w/Vaporgrip + PowerMax,28,3,270,3,26,,,66
301,Xtendimax w/Vaporgrip + PowerMax,28,3,300,1,29,,,74
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,0,1,29,74,24,74
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,30,0,28,,,71
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,60,1,30,,,76
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,90,0,30,,,76
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,120,0,29,,,74
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,150,0,29,,,74
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,180,1,29,,,74
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,210,0,28,,,71
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,240,0,29,,,74
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,270,0,30,,,76
302,Xtendimax w/Vaporgrip + PowerMax + Intact + Mon-10,28,3,300,0,30,,,76
303,Mon 76981 - RupXtend + Liberty,28,3,0,30,24,74,74,61
303,Mon 76981 - RupXtend + Liberty,28,3,30,35,28,,,71
303,Mon 76981 - RupXtend + Liberty,28,3,60,40,26,,,66
303,Mon 76981 - RupXtend + Liberty,28,3,90,35,30,,,76
303,Mon 76981 - RupXtend + Liberty,28,3,120,30,29,,,74
303,Mon 76981 - RupXtend + Liberty,28,3,150,20,29,,,74
303,Mon 76981 - RupXtend + Liberty,28,3,180,15,27,,,69
303,Mon 76981 - RupXtend + Liberty,28,3,210,5,29,,,74
303,Mon 76981 - RupXtend + Liberty,28,3,240,2,27,,,69
303,Mon 76981 - RupXtend + Liberty,28,3,270,2,26,,,66
303,Mon 76981 - RupXtend + Liberty,28,3,300,0,28,,,71
304,Untreated,28,3,0,0,28,78,0,71
304,Untreated,28,3,30,0,30,,,76
304,Untreated,28,3,60,0,28,,,71
304,Untreated,28,3,90,0,29,,,74
304,Untreated,28,3,120,0,28,,,71
304,Untreated,28,3,150,0,28,,,71
304,Untreated,28,3,180,0,29,,,74
304,Untreated,28,3,210,0,30,,,76
304,Untreated,28,3,240,0,28,,,71
304,Untreated,28,3,270,0,30,,,76
304,Untreated,28,3,300,0,29,,,74
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,0,50,27,74,74,69
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,30,50,26,,,66
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,60,50,27,,,69
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,90,55,20,,,51
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,120,55,19,,,48
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,150,55,21,,,53
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,180,50,26,,,66
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,210,50,26,,,66
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,240,50,25,,,64
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,270,50,27,,,69
305,Xtendimax w/Vaporgrip + Durango DMA,28,3,300,45,27,,,69
306,Xtendimax w/Vaporgrip,28,3,0,0,28,74,5,71
306,Xtendimax w/Vaporgrip,28,3,30,1,31,,,79
306,Xtendimax w/Vaporgrip,28,3,60,30,29,,,74
306,Xtendimax w/Vaporgrip,28,3,90,1,29,,,74
306,Xtendimax w/Vaporgrip,28,3,120,1,30,,,76
306,Xtendimax w/Vaporgrip,28,3,150,0,29,,,74
306,Xtendimax w/Vaporgrip,28,3,180,0,30,,,76
306,Xtendimax w/Vaporgrip,28,3,210,0,29,,,74
306,Xtendimax w/Vaporgrip,28,3,240,0,28,,,71
306,Xtendimax w/Vaporgrip,28,3,270,0,29,,,74
306,Xtendimax w/Vaporgrip,28,3,300,0,29,,,74
307,Mon 76981 - RupXtend,28,3,0,35,31,71,71,79
307,Mon 76981 - RupXtend,28,3,30,30,28,,,71
307,Mon 76981 - RupXtend,28,3,60,30,28,,,71
307,Mon 76981 - RupXtend,28,3,90,32,27,,,69
307,Mon 76981 - RupXtend,28,3,120,30,30,,,76
307,Mon 76981 - RupXtend,28,3,150,25,29,,,74
307,Mon 76981 - RupXtend,28,3,180,25,30,,,76
307,Mon 76981 - RupXtend,28,3,210,25,30,,,76
307,Mon 76981 - RupXtend,28,3,240,25,28,,,71
307,Mon 76981 - RupXtend,28,3,270,25,28,,,71
307,Mon 76981 - RupXtend,28,3,300,20,29,,,74
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,0,2,29,74,14,74
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,30,3,29.5,,,75
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,60,1,28,,,71
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,90,2,28,,,71
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,120,2,29,,,74
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,150,1,27,,,69
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,180,0,28,,,71
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,210,0,28,,,71
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,240,0,29,,,74
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,270,1,28,,,71
308,Xtendimax w/Vaporgrip + PowerMax + Intact,28,3,300,0,29,,,74
